neighbourhood_cleansed,room_type,accommodates,bedrooms,beds,bathrooms,minimum_nights,maximum_nights,total_reviews_historicas,total_clicks_acumulados,price
embajadores,0,0.20723986419078036,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.1819724833996005,-0.3362150483793528,0.0,0,4.532599493153256
almenara,0,0.20723986419078036,0.534880343467645,-0.12799851367586254,-0.4462663485364962,-0.2417372188929115,-0.3362150483793528,2.8903717578961645,0,4.718498871295094
centro,0,0.20723986419078036,0.534880343467645,-0.12799851367586254,-0.4462663485364962,-0.1819724833996005,-0.3362150483793528,4.356708826689592,0,5.472270673671475
centro,0,0.20723986419078036,-0.48125855188022465,-0.7425711525133675,1.0223571970034204,-0.3015019543862225,-0.3362150483793528,2.302585092994046,0,5.123963979403259
"encarnación, regina",0,0.20723986419078036,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,1.6094379124341003,0,5.123963979403259
este,0,0.20723986419078036,0.534880343467645,-0.12799851367586254,1.0223571970034204,-0.2417372188929115,1.5659401123694134,4.499809670330265,0,4.990432586778736
gaztambide,0,0.20723986419078036,0.534880343467645,0.4865741251616424,1.0223571970034204,-0.3015019543862225,-0.3362150483793528,0.0,0,5.713732805509369
canillas,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.12220774790628951,-0.3362150483793528,2.0794415416798357,0,4.727387818712341
justicia,0,0.20723986419078036,0.534880343467645,-0.7425711525133675,-0.4462663485364962,-0.12220774790628951,-0.3362150483793528,0.0,0,5.521460917862246
centro,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.2417372188929115,1.5659401123694134,5.4638318050256105,0,4.948759890378168
san lorenzo,0,0.20723986419078036,0.534880343467645,0.4865741251616424,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,4.553876891600541,0,4.700480365792417
san gil,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.2417372188929115,-1.0244948762818669,2.0794415416798357,0,4.990432586778736
centro,0,0.20723986419078036,-1.4973974472280942,-0.12799851367586254,-1.914889894076413,-0.3015019543862225,-0.3362150483793528,1.0986122886681098,0,4.394449154672439
este,0,0.20723986419078036,0.534880343467645,-0.12799851367586254,-1.914889894076413,-0.3015019543862225,-0.3362150483793528,0.0,0,5.075173815233827
ventas,0,0.20723986419078036,-0.48125855188022465,-0.7425711525133675,1.0223571970034204,-0.3015019543862225,-0.49889937133812884,3.4965075614664802,0,4.7535901911063645
alfalfa,0,0.20723986419078036,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.1819724833996005,-1.102082784154514,4.219507705176107,0,5.19295685089021
castillejos,0,0.20723986419078036,-1.4973974472280942,-1.3571437913508724,-0.4462663485364962,-0.2417372188929115,1.5659401123694134,3.4339872044851463,0,5.043425116919247
palacio,0,0.20723986419078036,-0.48125855188022465,0.4865741251616424,-0.4462663485364962,0.057086458573643514,-0.3362150483793528,0.0,0,4.787491742782046
palos de moguer,0,0.20723986419078036,0.534880343467645,-0.12799851367586254,1.0223571970034204,-0.2417372188929115,-1.1996933779297796,2.6390573296152584,0,5.641907070938114
centro,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.12220774790628951,-0.9494098041470471,3.828641396489095,0,4.919980925828125
cortes,0,0.20723986419078036,-1.4973974472280942,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-1.1746650205515063,4.68213122712422,0,4.844187086458591
adelfas,0,0.20723986419078036,-1.4973974472280942,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,1.5659401123694134,3.4339872044851463,0,4.8283137373023015
centro,0,0.20723986419078036,-0.48125855188022465,-0.7425711525133675,-1.914889894076413,-0.3015019543862225,-0.3362150483793528,2.5649493574615367,0,5.030437921392435
santa cruz,0,0.20723986419078036,0.534880343467645,0.4865741251616424,-0.4462663485364962,-0.2417372188929115,-1.1371224844840964,3.1354942159291497,0,5.598421958998375
castellana,0,0.20723986419078036,0.534880343467645,1.1011467639991472,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,3.332204510175204,0,5.402677381872279
palos de moguer,0,0.20723986419078036,0.534880343467645,-0.12799851367586254,-0.4462663485364962,-0.2417372188929115,1.5659401123694134,3.295836866004329,0,4.787491742782046
puerta del angel,0,0.20723986419078036,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,1.5659401123694134,4.948759890378168,0,4.787491742782046
centro,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.12220774790628951,1.5659401123694134,4.9344739331306915,0,4.890349128221754
triana este,0,0.20723986419078036,0.534880343467645,-0.12799851367586254,-0.4462663485364962,0.47543960702682053,-1.0219920405440395,2.8903717578961645,0,4.454347296253507
centro,0,0.20723986419078036,0.534880343467645,0.4865741251616424,1.0223571970034204,-0.3015019543862225,1.5659401123694134,3.091042453358316,0,5.313205979041787
centro,0,0.20723986419078036,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,1.791759469228055,0,4.290459441148391
bellas vistas,0,0.20723986419078036,0.534880343467645,-0.12799851367586254,-0.4462663485364962,0.057086458573643514,1.5659401123694134,5.3612921657094255,0,4.454347296253507
palacio,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.1819724833996005,-0.3362150483793528,6.363028103540465,0,4.143134726391533
este,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.2417372188929115,-0.9494098041470471,0.6931471805599453,0,5.384495062789089
cortes,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-1.2322302425215348,5.707110264748875,0,4.6913478822291435
valdeacederas,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,1.5659401123694134,4.6443908991413725,0,4.6443908991413725
ciudad jardín,0,0.20723986419078036,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,3.4339872044851463,0,4.454347296253507
triana oeste,0,0.20723986419078036,0.534880343467645,0.4865741251616424,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,0.0,0,5.043425116919247
berruguete,0,0.20723986419078036,0.534880343467645,-0.12799851367586254,1.0223571970034204,-0.3015019543862225,-1.1746650205515063,5.8998973535824915,0,4.804021044733257
centro,0,0.20723986419078036,-1.4973974472280942,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,1.5659401123694134,2.833213344056216,0,3.9512437185814275
pinar del rey,0,0.20723986419078036,1.5510192388155146,0.4865741251616424,-0.4462663485364962,-0.1819724833996005,-0.3362150483793528,0.0,0,5.056245805348308
embajadores,0,0.20723986419078036,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,4.02535169073515,0,5.247024072160486
alfalfa,0,0.20723986419078036,-0.48125855188022465,0.4865741251616424,-0.4462663485364962,-0.2417372188929115,1.5659401123694134,5.75890177387728,0,4.343805421853684
fuente del berro,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.2417372188929115,-0.3362150483793528,5.910796644040527,0,4.543294782270004
valdefuentes,0,0.20723986419078036,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,1.5659401123694134,1.6094379124341003,0,4.543294782270004
pacífico,2,0.20723986419078036,-0.48125855188022465,-0.7425711525133675,0.2880454242334622,-0.3015019543862225,-0.3362150483793528,0.6931471805599453,0,3.8501476017100584
palacio,0,0.20723986419078036,0.534880343467645,-0.12799851367586254,1.0223571970034204,-0.2417372188929115,-1.1996933779297796,4.6913478822291435,0,5.666426688112432
cuatro caminos,0,0.20723986419078036,0.534880343467645,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,1.5659401123694134,2.70805020110221,0,4.795790545596741
santa catalina,0,0.20723986419078036,0.534880343467645,0.4865741251616424,1.0223571970034204,-0.3015019543862225,-0.3362150483793528,2.6390573296152584,0,4.990432586778736
los pajaros,2,0.20723986419078036,0.534880343467645,0.4865741251616424,-0.4462663485364962,3.224617439719127,-1.0244948762818669,0.0,0,3.4657359027997265
san gil,0,0.20723986419078036,0.534880343467645,0.4865741251616424,-0.4462663485364962,-0.2417372188929115,1.5659401123694134,1.3862943611198906,0,5.225746673713202
opañel,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.0624430124129785,-0.3362150483793528,2.4849066497880004,0,4.30406509320417
prosperidad,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-1.0995799484166866,5.099866427824199,0,4.499809670330265
sol,0,0.20723986419078036,-0.48125855188022465,0.4865741251616424,-0.4462663485364962,-0.3015019543862225,1.5659401123694134,0.0,0,5.575949103146316
embajadores,0,0.20723986419078036,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,-0.3362150483793528,4.700480365792417,0,4.7535901911063645
feria,0,0.20723986419078036,-1.4973974472280942,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,1.3862943611198906,0,4.74493212836325
este,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,1.0223571970034204,-0.3015019543862225,1.5659401123694134,1.3862943611198906,0,4.564348191467836
carretera de cadiz,0,0.20723986419078036,0.534880343467645,0.4865741251616424,-0.4462663485364962,-0.1819724833996005,-0.9994665189035936,4.663439094112067,0,4.276666119016055
san lorenzo,0,0.20723986419078036,-0.48125855188022465,-1.3571437913508724,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,0.0,0,5.19295685089021
este,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.2417372188929115,1.5659401123694134,4.941642422609304,0,4.605170185988092
cortes,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.0624430124129785,0.25195135001006835,5.493061443340548,0,4.859812404361672
centro,0,0.20723986419078036,0.534880343467645,0.4865741251616424,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,5.176149732573829,0,4.762173934797756
embajadores,0,0.20723986419078036,0.534880343467645,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,1.5659401123694134,2.5649493574615367,0,4.882801922586371
museo,0,0.20723986419078036,0.534880343467645,-0.12799851367586254,-0.4462663485364962,-0.2417372188929115,-0.3362150483793528,3.4339872044851463,0,4.897839799950911
palacio,0,0.20723986419078036,0.534880343467645,-0.12799851367586254,-0.4462663485364962,0.35591013604019855,-0.3487292270684894,2.6390573296152584,0,4.859812404361672
este,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,0.6931471805599453,0,4.709530201312334
carretera de cadiz,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,3.258096538021482,0,4.406719247264253
la buhaira,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,3.58351893845611,0,4.663439094112067
triana casco antiguo,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.2417372188929115,-1.0244948762818669,1.6094379124341003,0,4.276666119016055
justicia,0,0.20723986419078036,0.534880343467645,-0.12799851367586254,1.0223571970034204,-0.3015019543862225,1.5659401123694134,0.6931471805599453,0,5.6131281063880705
feria,0,0.20723986419078036,0.534880343467645,-0.12799851367586254,1.0223571970034204,-0.2417372188929115,1.5659401123694134,5.53338948872752,0,5.159055299214529
centro,0,0.20723986419078036,0.534880343467645,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,1.5659401123694134,0.0,0,4.736198448394496
sol,0,0.20723986419078036,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,1.5659401123694134,6.364750756851911,0,5.10594547390058
san vicente,0,0.20723986419078036,0.534880343467645,0.4865741251616424,-0.4462663485364962,-0.2417372188929115,1.5659401123694134,3.828641396489095,0,5.796057750765372
triana oeste,0,0.20723986419078036,-1.4973974472280942,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,-0.3362150483793528,3.1354942159291497,0,4.8283137373023015
palacio,0,0.20723986419078036,0.534880343467645,0.4865741251616424,1.0223571970034204,-0.3015019543862225,1.5659401123694134,4.997212273764115,0,5.68697535633982
museo,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,1.5659401123694134,0.6931471805599453,0,5.030437921392435
bailen-miraflores,0,0.20723986419078036,-0.48125855188022465,0.4865741251616424,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,0.6931471805599453,0,4.477336814478207
sol,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,1.9459101490553132,0,5.1647859739235145
san diego,0,0.20723986419078036,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,1.5659401123694134,1.0986122886681098,0,4.442651256490317
sol,0,0.20723986419078036,0.534880343467645,-0.12799851367586254,-1.914889894076413,-0.3015019543862225,-0.3362150483793528,6.0844994130751715,0,4.962844630259907
san bartolomé,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,1.5659401123694134,0.6931471805599453,0,4.0943445622221
palacio,0,0.20723986419078036,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,-0.3362150483793528,2.772588722239781,0,5.0106352940962555
justicia,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.1819724833996005,-0.3362150483793528,4.852030263919617,0,4.859812404361672
centro,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,1.0223571970034204,-0.2417372188929115,-1.0244948762818669,4.330733340286331,0,4.31748811353631
almenara,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.12220774790628951,-0.3362150483793528,3.4011973816621555,0,5.225746673713202
castellana,0,0.20723986419078036,0.534880343467645,-0.12799851367586254,1.0223571970034204,1.4316753749197966,1.5659401123694134,0.0,0,5.44673737166631
embajadores,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,3.367295829986474,0,4.969813299576001
universidad,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.1819724833996005,-1.1971905421919522,5.840641657373398,0,4.68213122712422
palacio,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,3.7612001156935624,0,4.5217885770490405
palacio,0,0.20723986419078036,1.5510192388155146,0.4865741251616424,1.7566689697733788,1.4316753749197966,1.5659401123694134,0.0,0,5.659482215759621
sol,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.12220774790628951,1.563437276631586,5.19295685089021,0,4.605170185988092
justicia,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,1.5512048459064187,0.25195135001006835,4.955827057601261,0,4.653960350157523
museo,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,1.5659401123694134,1.0986122886681098,0,5.030437921392435
centro,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,0.6931471805599453,0,4.844187086458591
palacio,0,0.20723986419078036,-1.4973974472280942,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,1.5659401123694134,1.6094379124341003,0,5.4638318050256105
"león xiii, los naranjos",0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.1819724833996005,-1.1746650205515063,4.110873864173311,0,4.343805421853684
carretera de cadiz,0,0.20723986419078036,0.534880343467645,0.4865741251616424,0.2880454242334622,-0.3015019543862225,1.5659401123694134,3.871201010907891,0,4.51085950651685
embajadores,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.2417372188929115,-1.1746650205515063,5.910796644040527,0,4.8283137373023015
no asignado,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,1.5659401123694134,1.3862943611198906,0,4.382026634673881
pinar del rey,0,0.20723986419078036,0.534880343467645,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,2.4849066497880004,0,5.0106352940962555
berruguete,0,0.20723986419078036,0.534880343467645,-0.12799851367586254,0.2880454242334622,1.4316753749197966,1.5659401123694134,0.0,0,4.867534450455582
delicias,0,0.20723986419078036,0.534880343467645,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,3.8066624897703196,0,4.553876891600541
palacio,2,0.20723986419078036,-0.48125855188022465,0.4865741251616424,-0.4462663485364962,-0.3015019543862225,-0.3487292270684894,3.332204510175204,0,4.867534450455582
valdefuentes,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,0.2880454242334622,-0.3015019543862225,1.5659401123694134,3.8501476017100584,0,4.3694478524670215
centro,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,1.5659401123694134,2.0794415416798357,0,5.4638318050256105
centro,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,0.0,0,4.77912349311153
concepción,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,1.0223571970034204,-0.2417372188929115,-0.3362150483793528,3.295836866004329,0,4.804021044733257
embajadores,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.1819724833996005,-0.3362150483793528,3.4657359027997265,0,4.727387818712341
cortes,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,1.791759469228055,0,4.795790545596741
puerta del angel,0,0.20723986419078036,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,1.3862943611198906,0,4.727387818712341
este,0,0.20723986419078036,0.534880343467645,0.4865741251616424,0.2880454242334622,-0.1819724833996005,1.5659401123694134,4.23410650459726,0,4.499809670330265
universidad,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,1.5659401123694134,0.6931471805599453,0,4.2626798770413155
sol,0,0.20723986419078036,-0.48125855188022465,0.4865741251616424,-0.4462663485364962,-0.1819724833996005,-1.179670692027161,5.44673737166631,0,4.976733742420574
santa cruz,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.2417372188929115,-0.9494098041470471,1.3862943611198906,0,5.19295685089021
centro,0,0.20723986419078036,0.534880343467645,0.4865741251616424,1.0223571970034204,-0.12220774790628951,-1.0995799484166866,4.174387269895637,0,5.298317366548036
embajadores,2,0.20723986419078036,-1.4973974472280942,1.1011467639991472,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,1.6094379124341003,0,5.641907070938114
palacio,2,0.20723986419078036,-0.48125855188022465,-0.7425711525133675,-1.1805781213064546,-0.2417372188929115,-1.2422415854728441,4.442651256490317,0,4.8283137373023015
justicia,0,0.20723986419078036,-1.4973974472280942,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,3.258096538021482,0,4.852030263919617
centro,0,0.20723986419078036,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,-0.3362150483793528,0.0,0,4.976733742420574
entrevías,0,0.20723986419078036,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,1.5659401123694134,1.6094379124341003,0,4.5217885770490405
estrella,0,0.20723986419078036,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,0.5352043425201316,-0.3362150483793528,1.3862943611198906,0,4.9344739331306915
berruguete,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.2417372188929115,-0.3362150483793528,3.912023005428146,0,4.605170185988092
almenara,0,0.20723986419078036,0.534880343467645,-0.12799851367586254,-0.4462663485364962,1.5512048459064187,-0.3362150483793528,2.772588722239781,0,5.003946305945459
acacias,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.2417372188929115,-1.0995799484166866,0.6931471805599453,0,4.90527477843843
san vicente,0,0.20723986419078036,0.534880343467645,0.4865741251616424,0.2880454242334622,-0.2417372188929115,1.5659401123694134,4.330733340286331,0,4.795790545596741
churriana,0,0.20723986419078036,0.534880343467645,0.4865741251616424,-0.4462663485364962,-0.3015019543862225,1.5659401123694134,4.330733340286331,0,4.605170185988092
valdeacederas,0,0.20723986419078036,1.5510192388155146,0.4865741251616424,1.0223571970034204,1.4316753749197966,-0.3362150483793528,0.6931471805599453,0,4.762173934797756
lista,0,0.20723986419078036,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,3.091042453358316,0,4.969813299576001
centro,0,0.20723986419078036,0.534880343467645,0.4865741251616424,-0.4462663485364962,-0.2417372188929115,1.5659401123694134,3.091042453358316,0,4.499809670330265
trafalgar,0,0.20723986419078036,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,1.4914401104131076,-0.3362150483793528,0.6931471805599453,0,5.308267697401205
carretera de cadiz,0,0.20723986419078036,0.534880343467645,0.4865741251616424,-0.4462663485364962,-0.2417372188929115,1.253085645140998,3.091042453358316,0,4.1588830833596715
embajadores,0,0.20723986419078036,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.1819724833996005,-0.3362150483793528,1.9459101490553132,0,4.990432586778736
rejas,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,3.332204510175204,0,4.465908118654584
concepción,0,0.20723986419078036,0.534880343467645,0.4865741251616424,-0.4462663485364962,-0.12220774790628951,-1.1746650205515063,3.4011973816621555,0,4.574710978503383
triana oeste,0,0.20723986419078036,0.534880343467645,0.4865741251616424,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,0.6931471805599453,0,5.043425116919247
santa catalina,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,2.4849066497880004,0,4.634728988229636
justicia,0,0.20723986419078036,0.534880343467645,0.4865741251616424,1.0223571970034204,1.4316753749197966,-0.3362150483793528,2.5649493574615367,0,5.564520407322694
an roque,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,2.3978952727983707,0,4.867534450455582
centro,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,1.3862943611198906,0,5.1647859739235145
centro,0,0.20723986419078036,0.534880343467645,0.4865741251616424,-0.4462663485364962,-0.1819724833996005,-1.0244948762818669,4.0943445622221,0,4.3694478524670215
gaztambide,0,0.20723986419078036,0.534880343467645,0.4865741251616424,0.2880454242334622,-0.3015019543862225,-0.3362150483793528,0.0,0,5.117993812416755
universidad,2,0.20723986419078036,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,5.017279836814924,0,4.852030263919617
san diego,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.1819724833996005,-1.0244948762818669,1.9459101490553132,0,4.31748811353631
cruz de humilladero,0,0.20723986419078036,1.5510192388155146,1.1011467639991472,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,3.828641396489095,0,4.454347296253507
concepción,0,0.20723986419078036,0.534880343467645,-0.12799851367586254,1.0223571970034204,-0.3015019543862225,1.5659401123694134,4.859812404361672,0,5.075173815233827
san gil,0,0.20723986419078036,0.534880343467645,0.4865741251616424,1.0223571970034204,-0.2417372188929115,-1.0244948762818669,5.135798437050262,0,4.718498871295094
"encarnación, regina",0,0.20723986419078036,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-1.212207556618916,0.6931471805599453,0,5.54907608489522
santa cruz,0,0.20723986419078036,0.534880343467645,0.4865741251616424,1.0223571970034204,-0.3015019543862225,-0.3362150483793528,4.23410650459726,0,4.564348191467836
centro,0,0.20723986419078036,-0.48125855188022465,0.4865741251616424,-0.4462663485364962,-0.2417372188929115,-0.3487292270684894,3.4965075614664802,0,4.6913478822291435
san lorenzo,0,0.20723986419078036,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,0.0,0,5.159055299214529
centro,0,0.20723986419078036,-1.4973974472280942,-0.7425711525133675,-0.4462663485364962,-0.1819724833996005,-0.3362150483793528,3.295836866004329,0,4.07753744390572
centro,0,0.20723986419078036,-0.48125855188022465,0.4865741251616424,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,4.04305126783455,0,4.787491742782046
"encarnación, regina",0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.2417372188929115,1.5659401123694134,5.872117789475416,0,4.219507705176107
carretera de cadiz,0,0.20723986419078036,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,-0.3362150483793528,3.7376696182833684,0,4.23410650459726
universidad,0,0.20723986419078036,0.534880343467645,-1.3571437913508724,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,3.784189633918261,0,4.927253685157205
cortes,0,0.20723986419078036,-0.48125855188022465,-0.7425711525133675,1.0223571970034204,-0.2417372188929115,-0.3362150483793528,2.0794415416798357,0,4.844187086458591
bellavista,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-1.1371224844840964,2.302585092994046,0,4.919980925828125
universidad,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.2417372188929115,-0.3362150483793528,4.127134385045092,0,5.14166355650266
arapiles,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,0.057086458573643514,-0.3362150483793528,1.9459101490553132,0,4.499809670330265
centro,0,0.20723986419078036,0.534880343467645,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,1.5659401123694134,1.0986122886681098,0,4.330733340286331
sol,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.2417372188929115,1.5659401123694134,5.493061443340548,0,5.017279836814924
centro,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,3.6635616461296463,0,4.0943445622221
justicia,0,0.20723986419078036,0.534880343467645,-0.12799851367586254,1.0223571970034204,-0.3015019543862225,1.5659401123694134,3.258096538021482,0,5.594711379601839
cuatro caminos,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,4.969813299576001,0,4.564348191467836
centro,0,0.20723986419078036,0.534880343467645,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-1.0995799484166866,3.871201010907891,0,4.543294782270004
feria,0,0.20723986419078036,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,1.5659401123694134,0.0,0,5.030437921392435
centro,0,0.20723986419078036,0.534880343467645,-0.12799851367586254,-0.4462663485364962,-0.2417372188929115,-1.0870657697275499,4.007333185232471,0,4.61512051684126
ibiza,0,0.20723986419078036,1.5510192388155146,0.4865741251616424,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,3.4965075614664802,0,4.927253685157205
